table_id,Incident_ID,Date_Reported,Reported_By,Department,Regulatory_Domain,Incident_Type,Severity_Level+H1:R5,Description,Root_Cause,Immediate_Action_Taken,Corrective_Action_Required,Responsible_Owner,Due_Date,Resolution_Status,Resolution_Date,Audit_Reference,External_Reporting_Required,External_Report_Date,Financial_Impact,Patient_Impact,Patient_Notification_Status,Recurring_Incident_Flag,Review_Committee_Notes,Follow_Up_Audit_Scheduled,Last_Updated
Incidents_2025_H1,RCIT-2025-0157,1/14/2025,Admin Staff,ICU,Title VI,Safety lapse,Low,Incident related to CMS in Administration,Staff non-adherence,Policy updated,Staff retraining,Compliance Officer,4/14/2025,Escalated,4/20/2025,POL-347,Yes,4/19/2025,42276.25,Yes,Completed,No,Reviewed in committee meeting.,10/11/2025,2025-08-18T21:30:25.426313
Incidents_2025_H1,RCIT-2025-0158,5/2/2025,Nurse,ICU,OSHA,Billing error,Moderate,Incident related to OSHA in Finance,Documentation error,Staff retraining,Policy updated,Legal Counsel,6/29/2025,In-Progress,,POL-326,No,7/4/2025,0,No,Completed,No,Reviewed in committee meeting.,12/26/2025,2025-08-18T21:30:25.426335
Incidents_2025_H1,RCIT-2025-0159,5/8/2025,Nurse,Administration,HIPAA,EMTALA violation,Low,Incident related to OSHA in Radiology,Staff non-adherence,Technical fix,Policy updated,Legal Counsel,6/30/2025,Open,,POL-193,No,,55905.7,No,Completed,No,Reviewed in committee meeting.,12/27/2025,2025-08-18T21:30:25.426355
Incidents_2025_H1,RCIT-2025-0160,6/4/2025,Doctor,Med-Surg,OSHA,Safety lapse,Low,Incident related to HIPAA in ED,Documentation error,Policy updated,Policy updated,Risk Manager,6/29/2025,Closed,7/25/2025,POL-656,Yes,,77667.66,No,Completed,No,,12/26/2025,2025-08-18T21:30:25.426378
Incidents_2025_H1,RCIT-2025-0161,2/9/2025,Admin Staff,Med-Surg,HIPAA,EMTALA violation,Low,Incident related to OSHA in ED,Staff non-adherence,Immediate mitigation,Staff retraining,Legal Counsel,3/20/2025,Closed,4/18/2025,POL-796,Yes,,0,Yes,Completed,Yes,,9/16/2025,2025-08-18T21:30:25.426401
Incidents_2025_H1,RCIT-2025-0162,2/21/2025,Compliance Officer,ED,HIPAA,Privacy issue,Low,Incident related to Joint Commission in ED,Staff non-adherence,Technical fix,Staff retraining,Dept Head,3/7/2025,Closed,3/20/2025,POL-597,Yes,,36552.46,No,Not Needed,Yes,,9/3/2025,2025-08-18T21:30:25.426427
Incidents_2025_H1,RCIT-2025-0163,3/12/2025,Compliance Officer,ED,EMTALA,Privacy issue,Critical,Incident related to EMTALA in Med-Surg,Training gap,Staff retraining,Policy updated,Compliance Officer,5/13/2025,Closed,5/14/2025,POL-201,Yes,,29246.96,No,Completed,No,Reviewed in committee meeting.,11/9/2025,2025-08-18T21:30:25.426454
Incidents_2025_H1,RCIT-2025-0164,4/30/2025,Doctor,Administration,Title VI,Billing error,Moderate,Incident related to EMTALA in Administration,Documentation error,Immediate mitigation,Technical fix,Risk Manager,6/26/2025,Closed,7/22/2025,POL-603,Yes,,0,No,Not Needed,Yes,,12/23/2025,2025-08-18T21:30:25.426475
Incidents_2025_H1,RCIT-2025-0165,6/28/2025,Admin Staff,Finance,EMTALA,Safety lapse,Low,Incident related to CMS in Finance,Training gap,Technical fix,Staff retraining,Legal Counsel,9/13/2025,Closed,10/2/2025,POL-818,Yes,,26970.56,Yes,Pending,Yes,,3/12/2026,2025-08-18T21:30:25.426518
Incidents_2025_H1,RCIT-2025-0166,1/22/2025,Doctor,Med-Surg,Joint Commission,Safety lapse,Critical,Incident related to OSHA in Med-Surg,Documentation error,Staff retraining,Technical fix,Risk Manager,2/23/2025,Open,,POL-756,Yes,,0,No,Completed,No,,8/22/2025,2025-08-18T21:30:25.426539
Incidents_2025_H1,RCIT-2025-0167,5/19/2025,Doctor,ED,CMS,Billing error,Critical,Incident related to Joint Commission in Med-Surg,Training gap,Policy updated,Policy updated,Compliance Officer,8/6/2025,Open,,POL-816,Yes,,0,Yes,Completed,No,,2/2/2026,2025-08-18T21:30:25.426560
Incidents_2025_H1,RCIT-2025-0168,2/10/2025,Compliance Officer,ICU,Joint Commission,Data breach,Critical,Incident related to EMTALA in ICU,Documentation error,Policy updated,Immediate mitigation,Legal Counsel,5/8/2025,Closed,6/6/2025,POL-113,Yes,,48237.67,Yes,Completed,No,,11/4/2025,2025-08-18T21:30:25.426590
Incidents_2025_H1,RCIT-2025-0169,6/9/2025,Nurse,ICU,CMS,Privacy issue,Critical,Incident related to Title VI in Radiology,Training gap,Policy updated,Technical fix,Compliance Officer,7/28/2025,Closed,7/29/2025,POL-244,Yes,,1736.35,Yes,Pending,No,,1/24/2026,2025-08-18T21:30:25.426621
Incidents_2025_H1,RCIT-2025-0170,5/3/2025,Admin Staff,ICU,HIPAA,EMTALA violation,High,Incident related to HIPAA in ED,Staff non-adherence,Technical fix,Staff retraining,Dept Head,7/15/2025,Closed,8/4/2025,POL-113,Yes,7/20/2025,0,No,Completed,Yes,Reviewed in committee meeting.,1/11/2026,2025-08-18T21:30:25.426654
Incidents_2025_H1,RCIT-2025-0171,3/26/2025,Compliance Officer,Med-Surg,HIPAA,Data breach,Critical,Incident related to HIPAA in ED,Staff non-adherence,Staff retraining,Immediate mitigation,Compliance Officer,6/12/2025,Closed,6/14/2025,POL-746,No,,21745.99,Yes,Completed,No,,12/9/2025,2025-08-18T21:30:25.426680
Incidents_2025_H1,RCIT-2025-0172,3/31/2025,Compliance Officer,Radiology,HIPAA,EMTALA violation,Moderate,Incident related to OSHA in Radiology,Documentation error,Technical fix,Staff retraining,Compliance Officer,6/9/2025,Closed,7/1/2025,POL-653,No,,0,Yes,Completed,No,,12/6/2025,2025-08-18T21:30:25.426706
Incidents_2025_H1,RCIT-2025-0173,2/10/2025,Admin Staff,Finance,Title VI,Data breach,Moderate,Incident related to Title VI in Finance,System failure,Policy updated,Policy updated,Dept Head,5/10/2025,Closed,5/17/2025,POL-183,Yes,,17695.12,No,Pending,Yes,Reviewed in committee meeting.,11/6/2025,2025-08-18T21:30:25.426732
Incidents_2025_H1,RCIT-2025-0174,6/4/2025,Nurse,Finance,CMS,Billing error,Critical,Incident related to Joint Commission in Med-Surg,Staff non-adherence,Immediate mitigation,Staff retraining,Dept Head,7/10/2025,Closed,7/26/2025,POL-153,Yes,,0,Yes,Completed,No,,1/6/2026,2025-08-18T21:30:25.426756
Incidents_2025_H1,RCIT-2025-0175,3/18/2025,Compliance Officer,Administration,EMTALA,Billing error,High,Incident related to CMS in Finance,Staff non-adherence,Staff retraining,Immediate mitigation,Compliance Officer,6/4/2025,In-Progress,,POL-961,Yes,6/9/2025,0,No,Completed,Yes,Reviewed in committee meeting.,12/1/2025,2025-08-18T21:30:25.426779
Incidents_2025_H1,RCIT-2025-0176,4/6/2025,Nurse,Med-Surg,Title VI,Safety lapse,Critical,Incident related to Title VI in Med-Surg,Training gap,Policy updated,Policy updated,Risk Manager,7/3/2025,Closed,7/31/2025,POL-764,Yes,,85877.08,Yes,Pending,No,Reviewed in committee meeting.,12/30/2025,2025-08-18T21:30:25.426801
Incidents_2025_H1,RCIT-2025-0177,5/21/2025,Nurse,ICU,EMTALA,Data breach,Low,Incident related to OSHA in Radiology,System failure,Immediate mitigation,Technical fix,Dept Head,8/14/2025,Closed,9/2/2025,POL-138,Yes,,0,No,Not Needed,Yes,Reviewed in committee meeting.,2/10/2026,2025-08-18T21:30:25.426837
Incidents_2025_H1,RCIT-2025-0178,1/21/2025,Doctor,Finance,HIPAA,Safety lapse,High,Incident related to CMS in Finance,System failure,Policy updated,Staff retraining,Legal Counsel,2/24/2025,Closed,3/18/2025,POL-891,No,,69331.23,No,Pending,No,,8/23/2025,2025-08-18T21:30:25.426865
Incidents_2025_H1,RCIT-2025-0179,3/5/2025,Doctor,Administration,HIPAA,Billing error,Low,Incident related to OSHA in Finance,Training gap,Policy updated,Immediate mitigation,Dept Head,5/9/2025,Closed,5/19/2025,POL-504,Yes,,0,No,Pending,Yes,,11/5/2025,2025-08-18T21:30:25.426886
Incidents_2025_H1,RCIT-2025-0180,1/6/2025,Admin Staff,Administration,EMTALA,EMTALA violation,Critical,Incident related to CMS in ICU,Staff non-adherence,Immediate mitigation,Policy updated,Dept Head,3/13/2025,Closed,4/4/2025,POL-807,Yes,,0,Yes,Not Needed,No,,9/9/2025,2025-08-18T21:30:25.426908
Incidents_2025_H1,RCIT-2025-0181,3/5/2025,Doctor,Med-Surg,HIPAA,Data breach,Moderate,Incident related to Joint Commission in Med-Surg,Documentation error,Immediate mitigation,Policy updated,Dept Head,5/14/2025,Closed,5/23/2025,POL-747,No,,13036.63,No,Not Needed,Yes,,11/10/2025,2025-08-18T21:30:25.426944
Incidents_2025_H1,RCIT-2025-0182,4/4/2025,Admin Staff,ED,Title VI,Billing error,High,Incident related to Title VI in Finance,Training gap,Policy updated,Immediate mitigation,Risk Manager,5/22/2025,Closed,6/19/2025,POL-158,Yes,,8175.38,No,Pending,No,,11/18/2025,2025-08-18T21:30:25.426967
Incidents_2025_H1,RCIT-2025-0183,6/5/2025,Nurse,Med-Surg,Title VI,Safety lapse,Moderate,Incident related to Joint Commission in ED,Documentation error,Staff retraining,Policy updated,Compliance Officer,8/22/2025,Closed,9/4/2025,POL-735,No,,55062.65,Yes,Not Needed,No,,2/18/2026,2025-08-18T21:30:25.426992
Incidents_2025_H1,RCIT-2025-0184,6/22/2025,Nurse,Finance,Title VI,EMTALA violation,Moderate,Incident related to HIPAA in Radiology,Staff non-adherence,Policy updated,Immediate mitigation,Risk Manager,8/16/2025,Open,,POL-953,No,,0,Yes,Completed,Yes,Reviewed in committee meeting.,2/12/2026,2025-08-18T21:30:25.427021
Incidents_2025_H1,RCIT-2025-0185,5/13/2025,Compliance Officer,Finance,CMS,Billing error,Low,Incident related to Title VI in Med-Surg,Staff non-adherence,Staff retraining,Policy updated,Dept Head,6/2/2025,Closed,6/22/2025,POL-793,No,6/7/2025,0,Yes,Pending,No,Reviewed in committee meeting.,11/29/2025,2025-08-18T21:30:25.427062
Incidents_2025_H1,RCIT-2025-0186,6/15/2025,Doctor,Radiology,Title VI,Billing error,Low,Incident related to OSHA in ICU,Staff non-adherence,Immediate mitigation,Technical fix,Compliance Officer,9/13/2025,Closed,9/27/2025,POL-877,No,9/18/2025,20144,No,Pending,Yes,,3/12/2026,2025-08-18T21:30:25.427097
Incidents_2025_H1,RCIT-2025-0187,2/26/2025,Nurse,Finance,HIPAA,Billing error,Critical,Incident related to EMTALA in ICU,System failure,Policy updated,Immediate mitigation,Dept Head,4/25/2025,Escalated,4/28/2025,POL-202,No,,0,Yes,Not Needed,Yes,,10/22/2025,2025-08-18T21:30:25.427119
Incidents_2025_H1,RCIT-2025-0188,5/22/2025,Compliance Officer,Radiology,OSHA,Privacy issue,High,Incident related to Title VI in Administration,Training gap,Technical fix,Immediate mitigation,Legal Counsel,7/14/2025,Closed,8/13/2025,POL-413,No,,45958.53,No,Pending,No,Reviewed in committee meeting.,1/10/2026,2025-08-18T21:30:25.427141
Incidents_2025_H1,RCIT-2025-0189,4/25/2025,Nurse,Radiology,EMTALA,Billing error,Critical,Incident related to CMS in ED,Training gap,Policy updated,Immediate mitigation,Legal Counsel,6/8/2025,Closed,6/30/2025,POL-366,Yes,,0,Yes,Completed,No,Reviewed in committee meeting.,12/5/2025,2025-08-18T21:30:25.427166
Incidents_2025_H1,RCIT-2025-0190,5/20/2025,Doctor,Finance,Joint Commission,Safety lapse,High,Incident related to CMS in Radiology,Documentation error,Immediate mitigation,Technical fix,Compliance Officer,8/8/2025,Closed,8/17/2025,POL-329,Yes,,64778.01,No,Not Needed,Yes,,2/4/2026,2025-08-18T21:30:25.427216
Incidents_2025_H1,RCIT-2025-0191,6/23/2025,Doctor,Finance,Joint Commission,Privacy issue,High,Incident related to CMS in Administration,System failure,Technical fix,Staff retraining,Compliance Officer,8/10/2025,Closed,8/14/2025,POL-298,No,,7861.62,Yes,Pending,Yes,,2/6/2026,2025-08-18T21:30:25.427242
Incidents_2025_H1,RCIT-2025-0192,3/14/2025,Nurse,Finance,Title VI,Privacy issue,High,Incident related to CMS in ICU,Training gap,Immediate mitigation,Immediate mitigation,Compliance Officer,3/24/2025,Closed,3/30/2025,POL-783,No,,0,Yes,Pending,Yes,Reviewed in committee meeting.,9/20/2025,2025-08-18T21:30:25.427263
Incidents_2025_H1,RCIT-2025-0193,4/1/2025,Doctor,Finance,CMS,Billing error,Critical,Incident related to Joint Commission in Med-Surg,Training gap,Technical fix,Immediate mitigation,Legal Counsel,6/1/2025,In-Progress,,POL-212,No,,71750.3,Yes,Pending,Yes,,11/28/2025,2025-08-18T21:30:25.427284
Incidents_2025_H1,RCIT-2025-0194,3/19/2025,Doctor,Finance,Joint Commission,Privacy issue,Low,Incident related to HIPAA in ED,Staff non-adherence,Policy updated,Immediate mitigation,Compliance Officer,5/26/2025,Closed,6/20/2025,POL-931,Yes,,21613.45,No,Completed,Yes,,11/22/2025,2025-08-18T21:30:25.427332
Incidents_2025_H1,RCIT-2025-0195,1/26/2025,Nurse,ED,EMTALA,Billing error,High,Incident related to Joint Commission in Med-Surg,System failure,Immediate mitigation,Staff retraining,Compliance Officer,4/19/2025,Closed,5/15/2025,POL-454,No,,0,No,Pending,No,,10/16/2025,2025-08-18T21:30:25.427360
Incidents_2025_H1,RCIT-2025-0196,2/7/2025,Nurse,ED,OSHA,EMTALA violation,High,Incident related to OSHA in ED,Documentation error,Staff retraining,Technical fix,Risk Manager,3/16/2025,Closed,4/9/2025,POL-730,Yes,,0,Yes,Completed,Yes,Reviewed in committee meeting.,9/12/2025,2025-08-18T21:30:25.427401
Incidents_2025_H1,RCIT-2025-0197,2/22/2025,Doctor,Med-Surg,OSHA,Billing error,Low,Incident related to EMTALA in Radiology,Documentation error,Staff retraining,Immediate mitigation,Dept Head,3/15/2025,Closed,3/29/2025,POL-660,No,,65868.71,No,Completed,Yes,Reviewed in committee meeting.,9/11/2025,2025-08-18T21:30:25.427424
Incidents_2025_H1,RCIT-2025-0198,3/17/2025,Doctor,ED,Title VI,Data breach,Moderate,Incident related to OSHA in ICU,Training gap,Staff retraining,Technical fix,Risk Manager,4/29/2025,Closed,5/17/2025,POL-246,No,,0,No,Completed,No,,10/26/2025,2025-08-18T21:30:25.427445
Incidents_2025_H1,RCIT-2025-0199,2/3/2025,Compliance Officer,Med-Surg,HIPAA,Safety lapse,Critical,Incident related to CMS in Finance,System failure,Technical fix,Staff retraining,Risk Manager,2/20/2025,Closed,3/10/2025,POL-804,No,,20288.76,No,Completed,Yes,Reviewed in committee meeting.,8/19/2025,2025-08-18T21:30:25.427467
Incidents_2025_H1,RCIT-2025-0200,2/19/2025,Doctor,ED,CMS,EMTALA violation,Low,Incident related to HIPAA in Administration,Staff non-adherence,Technical fix,Immediate mitigation,Dept Head,4/3/2025,Closed,4/30/2025,POL-361,No,4/8/2025,0,No,Pending,Yes,Reviewed in committee meeting.,9/30/2025,2025-08-18T21:30:25.427496
Incidents_2025_H1,RCIT-2025-0201,2/3/2025,Admin Staff,Med-Surg,OSHA,Billing error,Low,Incident related to OSHA in Radiology,System failure,Technical fix,Technical fix,Legal Counsel,4/18/2025,Closed,5/12/2025,POL-888,No,,0,No,Pending,Yes,Reviewed in committee meeting.,10/15/2025,2025-08-18T21:30:25.427517
Incidents_2025_H1,RCIT-2025-0202,3/11/2025,Doctor,Radiology,CMS,Safety lapse,Critical,Incident related to CMS in ICU,Documentation error,Immediate mitigation,Technical fix,Compliance Officer,5/6/2025,Closed,5/11/2025,POL-557,Yes,,0,Yes,Pending,Yes,Reviewed in committee meeting.,11/2/2025,2025-08-18T21:30:25.427540
Incidents_2025_H1,RCIT-2025-0203,4/18/2025,Nurse,Med-Surg,CMS,Billing error,Low,Incident related to Title VI in ED,Staff non-adherence,Technical fix,Policy updated,Compliance Officer,5/26/2025,In-Progress,,POL-769,No,,0,Yes,Pending,Yes,Reviewed in committee meeting.,11/22/2025,2025-08-18T21:30:25.427561
Incidents_2025_H1,RCIT-2025-0204,2/2/2025,Doctor,ED,OSHA,Billing error,Low,Incident related to OSHA in Med-Surg,Documentation error,Technical fix,Staff retraining,Compliance Officer,4/5/2025,Open,,POL-414,Yes,,91699.46,No,Pending,No,,10/2/2025,2025-08-18T21:30:25.427582
Incidents_2025_H1,RCIT-2025-0205,3/28/2025,Nurse,Med-Surg,CMS,EMTALA violation,Moderate,Incident related to HIPAA in Radiology,Documentation error,Technical fix,Immediate mitigation,Legal Counsel,6/14/2025,Escalated,6/30/2025,POL-362,No,,93953.18,Yes,Pending,No,Reviewed in committee meeting.,12/11/2025,2025-08-18T21:30:25.427611
Incidents_2025_H1,RCIT-2025-0206,4/9/2025,Compliance Officer,Radiology,EMTALA,Data breach,Low,Incident related to CMS in ED,Staff non-adherence,Staff retraining,Immediate mitigation,Compliance Officer,5/25/2025,Closed,5/27/2025,POL-775,No,,86974.23,No,Not Needed,No,,11/21/2025,2025-08-18T21:30:25.427634
Incidents_2025_H1,RCIT-2025-0207,2/25/2025,Compliance Officer,ED,CMS,Billing error,Critical,Incident related to Title VI in Finance,Training gap,Staff retraining,Technical fix,Dept Head,3/13/2025,In-Progress,,POL-149,Yes,3/18/2025,0,Yes,Pending,No,Reviewed in committee meeting.,9/9/2025,2025-08-18T21:30:25.427655
Incidents_2025_H1,RCIT-2025-0208,1/30/2025,Nurse,Radiology,HIPAA,Billing error,Critical,Incident related to EMTALA in Administration,Staff non-adherence,Staff retraining,Immediate mitigation,Compliance Officer,3/20/2025,Closed,4/3/2025,POL-459,Yes,,0,No,Pending,No,Reviewed in committee meeting.,9/16/2025,2025-08-18T21:30:25.427679
Incidents_2025_H1,RCIT-2025-0209,6/25/2025,Admin Staff,Finance,Joint Commission,Privacy issue,Moderate,Incident related to EMTALA in ICU,Training gap,Technical fix,Staff retraining,Dept Head,9/13/2025,Closed,10/8/2025,POL-678,No,,0,Yes,Completed,No,Reviewed in committee meeting.,3/12/2026,2025-08-18T21:30:25.427714
Incidents_2025_H1,RCIT-2025-0210,6/1/2025,Compliance Officer,Med-Surg,OSHA,Billing error,High,Incident related to Title VI in ICU,System failure,Staff retraining,Technical fix,Compliance Officer,7/30/2025,Open,,POL-221,No,,0,No,Not Needed,Yes,Reviewed in committee meeting.,1/26/2026,2025-08-18T21:30:25.427742
Incidents_2025_H1,RCIT-2025-0211,1/20/2025,Admin Staff,ED,Joint Commission,Billing error,Moderate,Incident related to Joint Commission in Administration,Staff non-adherence,Staff retraining,Policy updated,Legal Counsel,2/1/2025,Open,,POL-427,No,2/6/2025,0,No,Completed,No,Reviewed in committee meeting.,7/31/2025,2025-08-18T21:30:25.427772
Incidents_2025_H1,RCIT-2025-0212,4/5/2025,Compliance Officer,Med-Surg,Title VI,Data breach,High,Incident related to OSHA in Administration,System failure,Immediate mitigation,Technical fix,Compliance Officer,5/24/2025,Closed,6/17/2025,POL-772,No,,65231.16,Yes,Completed,Yes,,11/20/2025,2025-08-18T21:30:25.427806
Incidents_2025_H1,RCIT-2025-0213,6/11/2025,Doctor,ICU,Title VI,Privacy issue,Low,Incident related to Title VI in ICU,Documentation error,Policy updated,Technical fix,Compliance Officer,8/2/2025,Closed,8/16/2025,POL-212,No,,0,No,Pending,Yes,Reviewed in committee meeting.,1/29/2026,2025-08-18T21:30:25.427827
Incidents_2025_H1,RCIT-2025-0214,2/11/2025,Compliance Officer,Finance,OSHA,Safety lapse,Critical,Incident related to HIPAA in ED,Documentation error,Technical fix,Technical fix,Compliance Officer,4/21/2025,In-Progress,,POL-950,No,,0,No,Completed,Yes,,10/18/2025,2025-08-18T21:30:25.427846
Incidents_2025_H1,RCIT-2025-0215,4/3/2025,Doctor,Radiology,Title VI,Safety lapse,Critical,Incident related to Title VI in ED,Staff non-adherence,Staff retraining,Policy updated,Compliance Officer,4/15/2025,Escalated,4/21/2025,POL-216,No,,0,No,Not Needed,No,,10/12/2025,2025-08-18T21:30:25.427867
Incidents_2025_H1,RCIT-2025-0216,4/9/2025,Admin Staff,ICU,EMTALA,Privacy issue,High,Incident related to CMS in Finance,System failure,Policy updated,Immediate mitigation,Legal Counsel,4/30/2025,Closed,5/26/2025,POL-679,Yes,,94539.06,Yes,Pending,Yes,,10/27/2025,2025-08-18T21:30:25.427898
Incidents_2025_H1,RCIT-2025-0217,5/23/2025,Compliance Officer,Administration,CMS,Safety lapse,Critical,Incident related to Title VI in ICU,Training gap,Technical fix,Technical fix,Legal Counsel,7/25/2025,Closed,8/24/2025,POL-297,Yes,,0,Yes,Pending,Yes,,1/21/2026,2025-08-18T21:30:25.427920
Incidents_2025_H1,RCIT-2025-0218,4/25/2025,Compliance Officer,Radiology,OSHA,Billing error,High,Incident related to Title VI in ICU,Staff non-adherence,Technical fix,Immediate mitigation,Risk Manager,6/16/2025,Closed,6/24/2025,POL-560,Yes,6/21/2025,0,No,Pending,Yes,Reviewed in committee meeting.,12/13/2025,2025-08-18T21:30:25.427943
Incidents_2025_H1,RCIT-2025-0219,6/5/2025,Nurse,Med-Surg,CMS,Data breach,High,Incident related to EMTALA in Administration,Staff non-adherence,Technical fix,Technical fix,Compliance Officer,7/1/2025,Closed,7/29/2025,POL-467,No,,51945.31,No,Completed,Yes,,12/28/2025,2025-08-18T21:30:25.427966
Incidents_2025_H1,RCIT-2025-0220,1/6/2025,Compliance Officer,ICU,HIPAA,Data breach,High,Incident related to OSHA in Radiology,System failure,Policy updated,Immediate mitigation,Dept Head,1/27/2025,Closed,2/18/2025,POL-315,No,,41824.28,No,Not Needed,Yes,Reviewed in committee meeting.,7/26/2025,2025-08-18T21:30:25.427989
Incidents_2025_H1,RCIT-2025-0221,2/21/2025,Compliance Officer,Finance,EMTALA,EMTALA violation,Moderate,Incident related to Title VI in Finance,Staff non-adherence,Policy updated,Staff retraining,Risk Manager,4/27/2025,Closed,5/18/2025,POL-399,Yes,,82829.11,No,Completed,No,,10/24/2025,2025-08-18T21:30:25.428016
Incidents_2025_H1,RCIT-2025-0222,2/24/2025,Doctor,Radiology,HIPAA,Privacy issue,Moderate,Incident related to EMTALA in Med-Surg,Staff non-adherence,Policy updated,Policy updated,Risk Manager,3/13/2025,Closed,3/19/2025,POL-542,No,,11796.49,Yes,Completed,No,Reviewed in committee meeting.,9/9/2025,2025-08-18T21:30:25.428038
Incidents_2025_H1,RCIT-2025-0223,3/28/2025,Admin Staff,Administration,HIPAA,Safety lapse,High,Incident related to Title VI in ICU,Documentation error,Policy updated,Policy updated,Compliance Officer,5/10/2025,In-Progress,,POL-899,No,,0,No,Not Needed,No,Reviewed in committee meeting.,11/6/2025,2025-08-18T21:30:25.428059
Incidents_2025_H1,RCIT-2025-0224,4/4/2025,Compliance Officer,Radiology,EMTALA,Billing error,Critical,Incident related to HIPAA in ED,Staff non-adherence,Staff retraining,Staff retraining,Legal Counsel,6/1/2025,Closed,6/28/2025,POL-587,Yes,,67420.58,Yes,Pending,No,,11/28/2025,2025-08-18T21:30:25.428081
Incidents_2025_H1,RCIT-2025-0225,1/14/2025,Admin Staff,Administration,CMS,Privacy issue,Critical,Incident related to Joint Commission in Radiology,Documentation error,Technical fix,Technical fix,Risk Manager,4/3/2025,Open,,POL-112,Yes,,0,No,Not Needed,Yes,,9/30/2025,2025-08-18T21:30:25.428101
Incidents_2025_H1,RCIT-2025-0226,6/30/2025,Admin Staff,ED,Title VI,Safety lapse,Moderate,Incident related to Title VI in Finance,Documentation error,Technical fix,Immediate mitigation,Legal Counsel,7/12/2025,Open,,POL-786,Yes,,0,No,Pending,No,,1/8/2026,2025-08-18T21:30:25.428130
Incidents_2025_H1,RCIT-2025-0227,5/7/2025,Nurse,ED,CMS,Safety lapse,Low,Incident related to HIPAA in ED,Training gap,Immediate mitigation,Staff retraining,Dept Head,6/26/2025,In-Progress,,POL-792,Yes,,63570.04,Yes,Not Needed,Yes,Reviewed in committee meeting.,12/23/2025,2025-08-18T21:30:25.428160
Incidents_2025_H1,RCIT-2025-0228,6/10/2025,Compliance Officer,Med-Surg,HIPAA,Privacy issue,Low,Incident related to CMS in Radiology,Training gap,Technical fix,Policy updated,Compliance Officer,7/26/2025,Closed,8/20/2025,POL-793,Yes,,1003.55,No,Pending,Yes,,1/22/2026,2025-08-18T21:30:25.428183
Incidents_2025_H1,RCIT-2025-0229,2/22/2025,Admin Staff,ICU,Title VI,Privacy issue,Low,Incident related to EMTALA in Med-Surg,Documentation error,Technical fix,Immediate mitigation,Dept Head,4/4/2025,Open,,POL-271,No,4/9/2025,0,Yes,Not Needed,No,Reviewed in committee meeting.,10/1/2025,2025-08-18T21:30:25.428214
Incidents_2025_H1,RCIT-2025-0230,4/2/2025,Admin Staff,Med-Surg,CMS,Safety lapse,Low,Incident related to CMS in Administration,Staff non-adherence,Technical fix,Policy updated,Legal Counsel,7/1/2025,Open,,POL-933,No,,33029.33,Yes,Completed,No,Reviewed in committee meeting.,12/28/2025,2025-08-18T21:30:25.428235
Incidents_2025_H1,RCIT-2025-0231,6/17/2025,Compliance Officer,Med-Surg,OSHA,Safety lapse,High,Incident related to HIPAA in Finance,System failure,Staff retraining,Staff retraining,Legal Counsel,8/16/2025,Closed,9/7/2025,POL-347,No,,0,Yes,Completed,Yes,Reviewed in committee meeting.,2/12/2026,2025-08-18T21:30:25.428266
Incidents_2025_H1,RCIT-2025-0232,6/7/2025,Compliance Officer,ICU,Title VI,EMTALA violation,High,Incident related to EMTALA in Finance,Staff non-adherence,Immediate mitigation,Staff retraining,Compliance Officer,7/5/2025,Closed,8/1/2025,POL-829,Yes,7/10/2025,85704.37,No,Pending,No,,1/1/2026,2025-08-18T21:30:25.428307
Incidents_2025_H1,RCIT-2025-0233,1/31/2025,Admin Staff,Radiology,CMS,Billing error,Moderate,Incident related to Title VI in Radiology,Staff non-adherence,Policy updated,Immediate mitigation,Compliance Officer,3/25/2025,In-Progress,,POL-607,No,,0,No,Pending,Yes,,9/21/2025,2025-08-18T21:30:25.428329
Incidents_2025_H1,RCIT-2025-0234,5/9/2025,Compliance Officer,Administration,EMTALA,EMTALA violation,High,Incident related to HIPAA in Radiology,Training gap,Staff retraining,Technical fix,Dept Head,8/3/2025,Closed,8/20/2025,POL-266,Yes,,0,No,Pending,Yes,Reviewed in committee meeting.,1/30/2026,2025-08-18T21:30:25.428352
Incidents_2025_H1,RCIT-2025-0235,6/19/2025,Nurse,ED,HIPAA,Safety lapse,High,Incident related to Title VI in Finance,System failure,Immediate mitigation,Staff retraining,Compliance Officer,8/3/2025,Escalated,8/27/2025,POL-881,No,,25377.79,No,Not Needed,Yes,Reviewed in committee meeting.,1/30/2026,2025-08-18T21:30:25.428374
Incidents_2025_H1,RCIT-2025-0236,4/9/2025,Compliance Officer,ICU,OSHA,EMTALA violation,High,Incident related to EMTALA in Med-Surg,Staff non-adherence,Staff retraining,Policy updated,Compliance Officer,7/2/2025,Closed,7/6/2025,POL-747,No,,0,No,Pending,Yes,Reviewed in committee meeting.,12/29/2025,2025-08-18T21:30:25.428398
Incidents_2025_H1,RCIT-2025-0237,6/18/2025,Doctor,Administration,OSHA,Safety lapse,Moderate,Incident related to HIPAA in ED,System failure,Technical fix,Staff retraining,Dept Head,7/30/2025,Closed,8/20/2025,POL-361,No,8/4/2025,97343.89,Yes,Completed,Yes,,1/26/2026,2025-08-18T21:30:25.428426
Incidents_2025_H1,RCIT-2025-0238,5/15/2025,Doctor,Med-Surg,CMS,Safety lapse,Critical,Incident related to CMS in ED,Training gap,Policy updated,Staff retraining,Compliance Officer,7/17/2025,Closed,7/30/2025,POL-759,No,7/22/2025,0,Yes,Completed,Yes,,1/13/2026,2025-08-18T21:30:25.428459
